Unnamed: 0,tractid,tract,county,state,year,GEOID10,NAMELSAD10,tractid_nanda,year_nanda,pop,incpc,ppov,hinc,phs,mrent,mhmval,pown,pmulti,open_urban_space,low_development,medium_development,high_development,unclassified,forested,cultivated,cluster
10,53053940007,Census Tract 9400.07, Pierce County, Washington,2012,53053940007,Census Tract 9400.07,53053940007,2012,-0.9264586658814956,-1.377628494622947,2.0070423951963705,-1.029668093359319,1.5588497012037217,-0.4042002234375082,-1.2786229041742536,0.1043897793071119,-0.901822992982987,0.982697623983108,0.684364266593631,0.4207447416524377,-0.1919983139390374,-0.4276106949542548,-0.6708654397484888,-0.3674739318099904,4
11,53053940007,Census Tract 9400.07, Pierce County, Washington,2019,53053940007,Census Tract 9400.07,53053940007,2019,-1.15650644886967,-1.357525138901256,1.2817635182631009,-1.00409617059829,1.5576921173165483,-1.3512176535801406,-1.243178568023492,-0.0418861749585943,-0.7592325638799882,0.964665115501544,0.6920100126277027,0.4228521242983721,-0.1960437428328193,-0.4246479425397974,-0.6673845027290515,-0.3647487013040852,4
12,53053940006,Census Tract 9400.06,Pierce County,WA,2000,53053940006,Census Tract 9400.06,53053940006,2000,-1.0249816078415663,-2.181450553607285,6.6191587616564185,-2.2969021531777645,2.9751027549153126,-2.4338718122727108,-1.189862975873667,0.370250714465966,-0.3997355351306724,0.8856765221016208,-0.0643219408183019,-0.6762274957801127,-0.4135752319277794,-0.6237675428921061,0.976344221699226,-0.3885372991126953,4
13,53053940006,Census Tract 9400.06, Pierce County, Washington,2012,53053940006,Census Tract 9400.06,53053940006,2012,-1.750303323601934,-1.9825187756473344,5.159904878539924,-2.0166592778205046,1.2074624983845643,-2.8736552432551985,-1.1096476926151666,-2.142978206188396,0.8936523441727283,0.7361891138955995,-0.2047158173020906,-0.597579603973716,-0.3606293912762774,-0.5780571162408371,1.0726419503676956,-0.3724624109492413,4
14,53053940006,Census Tract 9400.06, Pierce County, Washington,2019,53053940006,Census Tract 9400.06,53053940006,2019,-1.0650651107618547,-1.5728153041010613,3.909188523049688,-1.9694686551792533,1.3662844179706355,-2.82968490557002,-1.002464518974874,-1.4661567086462344,0.4307559074368069,1.3150365598320086,-0.1309404291560529,-0.5902294030002607,-0.3645418826667862,-0.5752587847315197,0.7780500267985779,-0.3697719123556842,4
15,53053073116,Census Tract 731.16,Pierce County,WA,2000,53053073116,Census Tract 731.16,53053073116,2000,-0.9564010495373764,-0.5986297162445459,-0.2441234916184241,-0.1731218382567128,0.6520276053521075,-1.2259288900317231,-0.5355701932200366,0.151763086570195,-0.976079851452578,0.6545839965133448,-0.7779141405253529,-1.320938686268376,-0.6455244720050914,-0.1464557606164254,1.3970160769698547,1.0355485077776654,3
16,53053073116,Census Tract 731.16, Pierce County, Washington,2012,53053073116,Census Tract 731.16,53053073116,2012,-0.9807199204462154,-0.2624033015094658,0.2051583442860673,-0.1729722765511989,0.6026916676816398,-1.4635818147794168,-0.5425203631314289,0.5310313686734728,-0.8961059753019289,0.7713412591121904,-0.6190399601021096,-1.2979316880280918,-0.6718710172487492,-0.1589682804647484,1.334845321483055,1.036564421551846,3
17,53053073116,Census Tract 731.16, Pierce County, Washington,2019,53053073116,Census Tract 731.16,53053073116,2019,0.0234173235817769,-0.6878193405426619,-0.58277501900945,0.1638232410647608,0.7671701669610185,-1.559524036162907,-0.6475710625899199,1.0715732779658558,-1.0179404879211258,0.8060085488799611,-0.6257420438667551,-1.3142129428896148,-0.6755381464834512,-0.1569754752291123,1.3433359328408894,1.0541444375993625,3
18,53053072800,Census Tract 728,Pierce County,WA,2000,53053072800,Census Tract 728,53053072800,2000,-1.4743271408971443,-0.1515826903243944,-0.5719301842012265,0.0136557124821677,-0.9581130088480811,0.7217597606437143,-0.4918503713658228,0.080919137290271,-0.2659375972559867,-0.8761508049268448,-1.470227985489463,-0.9174421592122745,-0.3816847232944071,1.6562127260403,1.1872565530539838,0.4458444931886568,3
19,53053072800,Census Tract 728, Pierce County, Washington,2012,53053072800,Census Tract 728,53053072800,2012,2.2610591784874603,-0.0818018132870497,-0.7765842028582391,0.4301533548880639,-1.407005239841083,1.6707264796045749,-0.3564423973659565,0.0445692147950772,-0.445236620491799,-0.363567002872235,-0.9905011411571216,-0.4614780855108589,-0.2599798312897565,1.40820275099978,0.3251226609589895,0.3656320716944767,1
20,53053072800,Census Tract 728, Pierce County, Washington,2019,53053072800,Census Tract 728,53053072800,2019,2.242246901282257,-0.1886573403984699,-0.5705823533074441,-0.0685057466732222,-1.1103563617314407,0.7724913200685518,-0.6399022964255392,-0.4275410192148386,-0.2377893641429645,-0.3847416527527731,-0.9895000151344682,-0.4585636470101983,-0.1989191949757682,1.408869147474965,0.2850932429469816,0.3727971557503124,1
21,53053072107,Census Tract 721.07,Pierce County,WA,2000,53053072107,Census Tract 721.07,53053072107,2000,-0.1377206347811085,-0.2860903656391893,-0.2783055922786347,-0.1671440359629554,-0.0978111953841613,-0.346004950985487,-0.7368910494211537,0.4769962418936692,-0.8864317352511933,1.8320369983177245,0.8067847637822981,-0.884586716463566,-0.5825607946575139,-0.1710506379474878,-0.1315706830584563,-0.0046794372982061,1
22,53053072107,Census Tract 721.07, Pierce County, Washington,2012,53053072107,Census Tract 721.07,53053072107,2012,-0.312380077636864,-0.2244051004943514,-0.9422433548370732,0.1375172061585686,-0.0224785160365033,-0.0717735861543576,-0.7019180323349402,0.9473492419386114,-0.9375608342942496,1.8576682028167395,0.8353126354377847,-0.9027908420806352,-0.586904440614084,-0.1684016891097858,-0.1409447939713737,0.0394086411084806,1
23,53053072107,Census Tract 721.07, Pierce County, Washington,2019,53053072107,Census Tract 721.07,53053072107,2019,-0.6656978208331437,-0.116103120194025,-0.47275289556197,-0.3308770266650652,-0.2459171131766573,-0.2639599493676521,-0.862722557757269,1.0601965743503292,-1.0099223177668506,1.7753345946358248,0.8376993408276666,-0.8739755937040928,-0.570577501691454,-0.1698963911400727,-0.1335617698502391,0.0449667610510464,1
24,53053071703,Census Tract 717.03,Pierce County,WA,2000,53053071703,Census Tract 717.03,53053071703,2000,-0.7163690954727114,-1.4480508882412986,1.310109940634987,-1.769471800796146,1.1642246420640034,-1.1634490837089138,-1.4382316408609148,-1.6245245193217026,2.4868661342351186,-0.7360326384292748,-0.7327644575654713,0.7045266293815711,1.2564404842715298,0.3737146298495376,-0.6615588622487967,-0.3949410695475502,4
25,53053071703,Census Tract 717.03, Pierce County, Washington,2012,53053071703,Census Tract 717.03,53053071703,2012,-0.7491170046211926,-1.3021455817956251,1.3353255712912704,-1.564135766003412,1.7100937383851955,-1.291888936182625,-1.604943454432086,-2.428284323032017,2.2968630784692325,-0.8574991685119875,-0.8300003766853241,0.7117567015005651,1.296136642502154,0.3097244115502406,-0.6184291610640716,-0.3724624109492413,4
